name,artist,cluster
Two Face,Ticklah,10
Mi Sonsito (Feat. Mayra Vega),Ticklah,9
Ramble,Rico,6
This Day,Rico,3
Take Five,Rico,6
Fiesta,Rico,10
Stay Out Late,Rico,6
Forever,Ben Harper,5
Boat Behind,Kings of Convenience,2
Sexy Plexi,Jack Johnson,3
In The Morning,Jack Johnson,2
Constellations,Jack Johnson,9
High Tide Or Low Tide,Ben Harper,9
Ka Makani Ka'ili Aloha,Gabby Pahinui,4
'Ülili E - vocal duet with David Kamakahi,Dennis Kamakahi,5
He'eia,Gabby Pahinui,5
Endless Summer Slack Key,Jeff Peterson,5
Kapahulu Hula,Jeff Peterson,5
"Home, Land and Sea",TrinityRoots,5
True,TrinityRoots,7
Sense And Cents,TrinityRoots,0
Light,Cornerstone Roots,5
Stay With Me,Furns,7
Headz Gonna Roll,"Lee ""Scratch"" Perry",9
The Bellman's Speach,Bajka,4
Amado,Vanessa Da Mata,5
Os Grilos (Crickets Sing For Ana Maria),Marcos Valle,2
Cool the Pepper,The Upsessions,1
Kitty Bush,The Upsessions,1
The Big Bamboo Treat,The Upsessions,8
(People Get Ready) Let's Do Rocksteady,Dandy,6
Poetry Man,Zap Mama,6
Tu Boca Es Espiral,Pecker,2
Bandy Bandy (with Erykah Badu),Zap Mama,0
Maintenent,Rupa & the April Fishes,2
Nantucket Island,Willie Wright,8
Baby (Shoes) Dub,Hollie Cook,10
Milk & Honey Dub,Hollie Cook,3
Win or Lose,Hollie Cook,6
99,Hollie Cook,0
Ari Up,Hollie Cook,6
Love Is The Seventh Wave,Sting,4
Iko Iko,The Dixie Cups,6
Dignificada,Lila Downs,4
Lay Back,Nautic,6
Keep Falling,Fink,7
Garota,Erlend Øye,10
Humbleness,Alborosie,3
Just Thinking (feat. Chali 2na),Slightly Stoopid,8
Officer,Slightly Stoopid,9
Wiseman,Slightly Stoopid,2
Om Shakti Om,Trevor Hall,3
Giri's Song,Trevor Hall,5
Crazy,Daniela Andrade,4
Shalala,Martin McFaul,2
The Sea,Corinne Bailey Rae,5
Let's Stay Together,Obadiah Parker,2
Thirteen,Obadiah Parker,2
Hey Ya - solo version,Obadiah Parker,5
Mash You Down,Cornell Campbell,1
Acoustic Moody,Alberto Tarin Reggae Band,6
Africa Is Rising,Trevy Felix,3
My Love,Trevy Felix,2
Vermelho,Vanessa Da Mata,8
Solito,José Padilla,0
Danger Modo,Mister Modo,10
You Won't See Me,Gábor Szabó,5
Bang Bang (My Baby Shot Me Down),Gábor Szabó,5
Solo un Delay,Tuccinelli,10
Bade Malou,Afrolicious,2
Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,5
Waiting For A Break,Day One,6
Gallows Tree (Gallows Pole),Odetta,7
Family Tree,Sandro Perri,5
Eyes on the Prize,Menahan Street Band,10
Ali Baba,Louie Ramirez,2
Evil Ways,Pete Rodriguez/Louie Ramirez,1
The Right To Love You,The Mighty Hannibal,7
Bees,Caribou,10
The Last Time,Andrew Oldham Orchestra,8
Crabbuckit,K-OS,3
The Rain,K-OS,7
Walking On Fire - Radio Edit,Rilan & The Bombardiers,1
Move on Up - Single Edit,Curtis Mayfield,1
Sunday Morning,Amanaz,10
Khala My Friend,Amanaz,4
Easy Street,Amanaz,4
Something Special,Eric Clapton,2
I Love You,J.C. Akins,7
California Soul,Marvin Gaye,8
Pay Day,Mississippi John Hurt,5
Hop Joint,Mississippi John Hurt,5
He Made a Woman out of Me,Bobbie Gentry,8
Saved,Beady Belle,6
Lift My Burdens,Naomi Shelton & the Gospel Queens,2
Old Number Seven,The Devil Makes Three,8
Life's a Gas - 2003 Remaster,T. Rex,6
Sweet Sixteen,Junior Wells,6
Synthetic World,Swamp Dogg,6
Will The Circle Be Unbroken,The Staple Singers,5
Danger,Betty Everett,8
Sweet Dan,Betty Everett,6
Let's Find Each Other Tonight,Tweedy,1
Little Girl in the Cabin,P.F. Sloan,2
Hard Working Woman,Carey Bell,5
Wind Wave,America,2
Louie Louie,Richard Berry & The Pharaohs,6
Have Love Will Travel,Richard Berry & The Pharaohs,1
Susan Jane,Eugene McDaniels,2
I'll Never Get Out of this World Alive,C.W. Stoneking,2
In New Orleans,C.W. Stoneking,4
Where Did My Baby Go,Howard Tate,1
I'd Rather Go Blind,The Frightnrs,8
"Let Me Go Home, Whiskey",Snooks Eaglin,7
No Woman,Whitney,2
I Used to Drink,The Bonfire Band,8
Cherrystones,Eugene McDaniels,9
People Say,Seramic,7
Jungle Lullaby,C.W. Stoneking,9
Untouchable,Jacob Bellens,7
Get out of My Life Woman,Lee Dorsey,7
Just The Smile - Remastered 2011,Rory Gallagher,5
More than Material (feat. Aloe Blacc),Roseaux,5
Sweet Sugar You,Richard Berry & The Pharaohs,2
"Easin' In - From ""Hell Up In Harlem"" Soundtrack",Edwin Starr,6
What A Man,Linda Lyndell,8
Lovelight,Lewis Taylor,6
Little Else,How To Cure Dyslexia,5
Nobody Loves You Like Me,Etta James,2
There's Nothing I Can Do About It,Mike And The Censations,7
Jerome,Jim Sullivan,4
Plain As Your Eyes Can See,Jim Sullivan,6
Highways,Jim Sullivan,4
U.F.O.,Jim Sullivan,1
Take Out Some Insurance,Jimmy Reed,2
What I'm Feelin' (feat. The Hamiltones),Anthony Hamilton,4
Inner City Blues (Make Me Wanna Holler) - Mono Single Version,Marvin Gaye,2
Send Her to Me,Wayne Chance,7
Work,Charlotte Day Wilson,7
Soul Sista,Bilal,2
Paint or Pollen,Blind Pilot,2
California Shake,Margo Guryan,4
1979,Freedom Fry,5
La culebra,AfroCubism,2
Three Cool Cats,The Coasters,2
Shoppin’ for Clothes,The Coasters,5
Summertime,The Zombies,7
Oh Lori,Alessi Brothers,5
Seabird,Alessi Brothers,6
Better Days,The Meltdown,2
I'm Bad,Bo Diddley,7
Where Would You Be,Yaw,7
Meu Barquinho,Janjão,2
Sit Down,Otis Rush,2
Searchin',The Coasters,2
Smokey Joe's Cafe,The Coasters,2
Young Blood,The Coasters,3
Collapsible Plans (Sugar),Tom Freund,2
Right Thing,Rosie Lowe,4
Cruel Intentions,JMSN,7
Peacetime Resistance,Kings of Convenience,5
Stun Me,Liam Bailey,4
Long and Winding Road,Dennis Brown,8
Younger Days,The Fatal Flowers,4
"Bluebell, Cockleshell, 123",King Creosote,8
Can We Really Party Today?,Jonathan Wilson,4
Time and Again,Charlie Rich,7
Marrakesh Express,"Crosby, Stills & Nash",6
Sorrow,The McCoys,2
Only Time - Live Acoustic,Alibis,4
Me And My Lonely Room,Marvin Gaye,9
Keep Cool,Howard Tate,2
Cushy Sickness,LPG,7
Say Boss Man - Undubbed Alternate Version,Bo Diddley,2
Someday,G. C. Joseph,4
Midnight Call,G. C. Joseph,5
In Between,G. C. Joseph,4
Turnin' Me Up,BJ The Chicago Kid,1
Run To The Sun,N.E.R.D,1
I Think It's Going To Rain Today,Joe Cocker,5
She Came In Through The Bathroom Window,Joe Cocker,2
The Joker,Steve Miller Band,2
Treetop Flyer - Demo,Stephen Stills,5
Lay Down,Lail Arad,4
Live Here With You,Dusty Springfield,5
After All (I Live My Life),Frankie Miller,5
What Goes Around Comes Around - 2012 Remaster/Explicit,Lenny Kravitz,2
Mellow Yellow,Donovan,2
Call The Doctor,J.J. Cale,7
Those Dancing Days Are Gone,Carla Bruni,3
Paulette,Balla Et Ses Balladins,0
Gotta Cheer Up,Cotton Jones,1
"Part One - Hey, No Pressure",Ray LaMontagne,8
Slip Away,Don Bryant,2
High On You Mama,Steve Miller Band,5
Journey From Eden,Steve Miller Band,5
Love Is No Big Truth,Kings of Convenience,10
The Spinning Wheel,Cotton Jones,7
Killing Me Softly With His Song,Fugees,9
"We Meet, We Part, We Remember",The Holmes Brothers,6
Concrete Jungle,The Holmes Brothers,7
Love the One You're With,Stephen Stills,4
Change Partners,Stephen Stills,7
Singin' Call,Stephen Stills,5
Easy,Aaron Taylor,6
Papa Ain't Salty,T-Bone Walker,2
Sooth Lady Wine,Matt Corby,4
Can't Find My Way Home,Ellen McIlwaine,5
Highway To Heaven,The Dramatics,2
I Don't Know,Nick Hakim,5
White Moth,Xavier Rudd,2
Walk A Mile In My Shoes,Willie Hightower,9
Back Road Into Town,Willie Hightower,9
If I Had a Hammer,Willie Hightower,9
Nobody But You,Willie Hightower,2
Time Has Brought About A Change,Willie Hightower,7
It's Too Late,Willie Hightower,7
Marjorine - Single Version,Joe Cocker,2
Work It Out,Hannah Williams,7
Black Man In A White World,Michael Kiwanuka,1
Love Wars,Womack & Womack,6
Breezy (feat. Zoe Penina),Scooter Island,9
Young You,Kakkmaddafakka,1
BRNT (feat. The EMEFE Horns),Magic City Hippies,1
Rock Bottom,Jack and the Weatherman,2
Brother,Jack and the Weatherman,5
Captured,Jack and the Weatherman,2
Written,Jack and the Weatherman,4
Sweet Sunshine,Douwe Bob,1
Look Closer (Can't You See the Signs?),Saun & Starr,1
There Is An End,The Greenhornes,1
Trippin,Rilan & The Bombardiers,6
Lesson Learnt,Aaron Taylor,8
Barcelona,George Ezra,4
If I Gave you My Love,Myron & E,4
Let's Go Everywhere,"Medeski, Martin & Wood",8
Don't Ask Me Questions,Graham Parker & The Rumour,4
Moses,Elizabeth Fraser,10
Please Come Out,Alexis Harte,6
Mad About The Boy,Dinah Washington,7
Love No Limit (For Lisa),Ernie Halter,2
Seen It All Before,Amos Lee,5
Rusty,Hein Cooper,6
Promises,Jay Prince,3
Apron Strings,Beady Belle,6
Anti Love Song,Betty Davis,9
Can't Find My Way Home,Blind Faith,5
Green & Gold - Solo,Lianne La Havas,2
Hi-De-Ho,"Blood, Sweat & Tears",5
Gracefully,Vintage Trouble,7
Have A Little Mercy,Jean Wells,8
I Love You More Than You'll Ever Know,"Blood, Sweat & Tears",7
All I Could Do Is Cry,Etta James,7
Move On,Pete Josef,2
A Man Needs a Woman,James Carr,7
Where Will You Be,Yaw,7
Go on Fool,Marion Black,7
Soul Heaven,E. Rodney Jones,10
Save My World,Almo,2
Scratch My Back,The Fabulous Thunderbirds,6
Fallin' Rain,Karl Blau,0
Just Dropped In (To See What Condition My Condition Was In),Kenny Rogers & The First Edition,4
Compared to What,Roberta Flack,5
Black Coffee in Bed,Ernie Halter,5
Get Your Enjoys,Eunice Davis,2
Need to Belong,Jerry Butler,9
Alright,Jordan Rakei,7
Guru Child Money Child,Tatum Rush,6
Skunkfunk,Guts,4
Hurry Along,Segilola,3
Union,Her,2
How Could I Help But Love You?,Neville,4
Hey Jude,Wilson Pickett,4
They Say I'm Doing Just Fine,Michael Kiwanuka,7
Home Again,Michael Kiwanuka,5
Wooden Heart,Hortense Ellis,6
Beverly,Allan Rayman,3
When My Love Comes Down,Ruby Johnson,7
Simple Girl,JR JR,4
I Want You Back,Jesse Daniel Smith,7
Let Her Go,Jesse Daniel Smith,4
Movin' On,Josh Rouse & The Long Vacations,2
Just Want to Thank You,Louis Baker,2
Anjali Reverse (Pharaohs Remix),BAR,10
Lake Superior,The Arcs,1
Dedicated,Mavis Staples,5
A Change Is Gonna Come - Acoustic Version,Maverick Sabre,7
Look at That Pretty Lady,Caleb Hawley,1
Cruisin',Smokey Robinson,8
Heart Don't Stand a Chance,Anderson .Paak,4
The Man Who Sold the World - 2015 Remaster,David Bowie,5
Every Night - Remastered 2011,Paul McCartney,2
Maybe I’m Amazed - Remastered 2011,Paul McCartney,9
Somewhere Inbetween Stansted and London,Mo'Jones,2
Girls Can't Do What the Guys Do,Betty Wright,8
Can't Get Enough,Mo'Jones,6
Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,6
Never Change,Mahalia,1
Close to My Fire,Slackwax,4
Chickasaw County Child,Bobbie Gentry,2
Lost Without U,Marcus Miller,8
I Am The Changer,Cotton Jones,2
It's Too Late,Wilson Pickett,7
Mood,Porches,7
Can't Stop Loving You,Fryars,7
Primrose Green,Ryley Walker,4
The Quiet,Chelou,5
A Retelling,Kindness,5
Saleen,Republik,10
Wouldn't Change a Thing,Jackson Breit,6
She Can't Tell,MOTHXR,9
When Tomorrow Comes,Anna Ternheim,5
Fever,Betty Everett,5
Soft Times,Matt Duncan,6
It's Me,Adrian Younge,4
You'll Lose A Good Thing,Barbara Lynn,7
Mockingbird,Inez & Charlie Foxx,6
Pushing On,Freddie Cruger,6
Only Wanna Be with You - Unplugged,Samm Henshaw,7
Wild Is the Wind - 1999 Remaster,David Bowie,4
But I Do,Poldoore,1
Joyride,Giovanca,6
Bandolier - Acoustic Version,Pale Honey,6
Every Little Bit Hurts,The Spencer Davis Group,7
Pretty Blue Eyes,Eric Clapton,10
Your Love Will Blow Me Away When My Heart Aches,Son Little,8
Cross My Heart,Son Little,2
I Stand Accused,Al Green,7
Sure Thing,St Germain,10
There's an End,Holly Golightly,10
Who Will the Next Fool Be,Dee Dee Warwick,7
A Girl Who'll Satisfy Her Man,Dee Dee Warwick,7
I Ain't Got to Love Nobody Else,Dee Dee Warwick,5
Rose Marie,Leyla McCalla,2
I Forgot To Be Your Lover,William Bell,8
Mama He Treats Your Daughter Mean,Ruth Brown,2
Kiss the Sky,Shawn Lee's Ping Pong Orchestra,10
Down In Mississippi,Mavis Staples,6
Come See About Me - Stereo Version,The Supremes,2
Wild Wood,Paul Weller,5
Woman To Woman,Shirley Brown,9
Till My Back Ain't Got No Bone,William Bell,8
Why iii Love The Moon.,Phony Ppl,2
Pouring Water on a Drowning Man,James Carr,1
I Don't Want to Be Hurt Anymore,James Carr,7
These Ain't Raindrops,James Carr,7
The Dark End of the Street,James Carr,2
You've Got My Mind Messed Up,James Carr,9
Stay in My Corner,The Arcs,8
"1,2,3",Bart Oostindie,2
Celebrate,Anderson .Paak,9
Nanotechnologie (feat. Winston McAnuff),Zoufris Maracas,2
Won't Leave,Katerine Duska,6
Right On Time,Tedeschi Trucks Band,6
What It's Like,Everlast,4
Shelter,Jr Thomas & The Volcanos,1
More Than Memories,Jr Thomas & The Volcanos,6
Cleaned Out,The Tibbs,7
Joints & Jam,Black Eyed Peas,6
Half a Man,Jesse Daniel Smith,2
You Are Made of Stars,Jesse Daniel Smith,5
Let Me Down Easy,Max Frost,6
Young,The Arcs,10
Zadie bobo,Ernesto Djédjé,1
Am I Wrong,Anderson .Paak,1
Smile (feat. Alex Gopher & Asher Roth) - Vocal Mix,Étienne de Crécy,1
Mrs Vandebilt - Remastered 2010,Paul McCartney,1
Lonely Boy (feat. Birdy Nixon),Taggy Matcher,6
Missing Me,Lack Of Afro,1
Remember the Rain,Kadhja Bonet,2
All over You,LEISURE,6
Ferus Gallery,Allah-Las,10
So Lost - Rebel Kleff Remix,Ady Suleiman,3
After Hours,Babyshambles,4
B-A-B-Y,Carla Thomas,2
Get Back - Remastered 2009,The Beatles,9
Sorrow - 2015 Remaster,David Bowie,2
I Can Only Give You What I Have,1ST VOWS,5
No Delay - Bullitt,The Green Arrows,8
Ali Baba,John Holt,6
Say,C Duncan,10
On & On,Erykah Badu,4
Appletree,Erykah Badu,6
Next Lifetime,Erykah Badu,0
The Moon Is Made of Gold,Rickie Lee Jones,5
Blackbird - Remastered,The Beatles,5
Every Little Thing - Remastered,The Beatles,2
The Harder They Come - Single Version,Jimmy Cliff,6
Cel U Lar Device,Erykah Badu,0
Fat Boy,Billy Stewart,2
Shakin' All Over,Johnny Kidd & The Pirates,6
Patty Cake,The Artistics,2
Wonderin',Little Richard,2
Maybe I'm Right,Little Richard,7
Do You Remember,Jarryd James,4
Before The Night Is Over,Joe Simon,5
Magnolia,Lee Fields & The Expressions,2
Someone,Luca Sapio,7
Forever Mine,Andra Day,1
Fire and Rain,Al Jarreau,5
Merseybeat,GOVS,1
And I Love Her - Remastered,The Beatles,2
Jordan,Rival Sons,7
The Seed,Cody Chesnutt,1
You've Got To Hide Your Love Away - Remastered,The Beatles,7
Yesterday - Remastered,The Beatles,5
Spreadin' Honey - Remastered Mono Version,Charles Wright & The Watts 103rd Street Rhythm Band,6
Girl I Need You,The Artistics,8
Jet Plane,Sonya Spence,4
It Hurts To Be Alone,Sonya Spence,4
I Love You So,Sonya Spence,7
Done,Frazey Ford,6
The No.4,Khruangbin,10
Two Of Us - Remastered,The Beatles,1
Across The Universe - Remastered,The Beatles,8
Let It Be - Remastered,The Beatles,4
For You Blue - Remastered,The Beatles,6
Like a Ship,Pastor T.L. Barrett and the Youth for Christ Choir,8
Voodoo Woman - Live,Susan Tedeschi,9
Eleanor Rigby,Bobbie Gentry,5
Calling Out To You,Tedeschi Trucks Band,5
Wish I Didn't Miss You,Angie Stone,1
Bag Lady,Erykah Badu,4
Ex-Factor,Ms. Lauryn Hill,9
La femme d'argent,Air,0
"One Scotch, One Bourbon, One Beer",Snooks Eaglin,2
Yègellé Tezeta,Mulatu Astatke,10
New Frontier,Donald Fagen,0
One More Cup of Coffee,Frazey Ford,9
"Papa, Won't You Let Me Go To Town With You",Bobbie Gentry,7
Do Something,Macy Gray,8
All We Were,Billy Momo,6
Odoo Be Ba,Kwashibu Area Band,1
Somebody To Love,Valerie June,7
Eleanor Rigby - Remastered,The Beatles,2
I'm Only Sleeping - Remastered,The Beatles,4
"Here, There And Everywhere - Remastered",The Beatles,5
For No One - Remastered,The Beatles,2
Got To Get You Into My Life - Remastered,The Beatles,8
Norwegian Wood (This Bird Has Flown) - Remastered,The Beatles,7
Michelle - Remastered,The Beatles,2
The System,Silk Rhodes,6
Don't You Know (feat. Van Morrison),Them,9
Hey Girl (feat. Van Morrison),Them,2
Baby What You Want Me To Do,Fontella Bass,6
Mtshakazi,Miriam Makeba,2
Do The Honky Tonk,Oscar Perry,2
Till There Was You - Remastered,The Beatles,2
You Really Got A Hold On Me - Remastered,The Beatles,2
Waltz #2 (XO),Elliott Smith,7
Beacon,Matt Duncan,4
We Almost Lost Detroit,Gil Scott-Heron & Brian Jackson,5
Rocksteady,Remy Shand,2
Temporary Love,The Brinks,4
Sarara,Flora Purim,8
Try Jah Love,Third World,0
Show Me Love / A Little Bit Of Luck,Kimberly Anne,2
Drive My Car - Remastered,The Beatles,1
Ticket To Ride - Remastered,The Beatles,1
Girl - Remastered,The Beatles,2
The Word - Remastered,The Beatles,1
You Won't See Me - Remastered,The Beatles,4
And Your Bird Can Sing - Remastered,The Beatles,1
Them Changes,Thundercat,2
I Made You / You Made Me,Owiny Sigoma Band,10
Candied Daylight,Jennah Bell,4
Love the Way,Andrew Ashong,2
"Um, Um, Um, Um, Um, Um",Major Lance,6
Jolie,The California Honeydrops,9
Come,Jain,1
Me And My Baby,Don Cavalli,2
Ready or Not Here I Come (Can't Hide from Love),The Delfonics,1
Too Easy,The Wiseguys,0
Knock on Wood,Eddie Floyd,6
I Warned You Baby feat. Spanky Wilson,The Bahama Soul Club,10
The Beat Goes On,Sonny & Cher,4
Paris Summer,Nancy Sinatra,8
I'm Gonna Leave You,Melanie De Biasio,8
Me and Mrs. Jones,Billy Paul,9
Only For You,Heartless Bastards,1
The Easiest Way To Fall,Freda Payne,1
Feels Like Summer,Al Green,2
Georgia Boy,Al Green,0
It Must Be Love - 2006 Remastered Version,Labi Siffre,5
Soothe Me,Sam & Dave,2
Roll'in Up the Rhine,Jim Keaveny,2
Love Me,Marbert Rocel,5
Stay Awhile,She & Him,2
Good Day Bad,Meshell Ndegeocello,5
I'm Gonna Try,Carol Fran,8
"Crying, Laughing, Loving, Lying",Labi Siffre,5
Watch Me,Labi Siffre,8
Le Vent Nous Portera,Noir Désir,2
Opportunity Please Knock,"Oscar Brown, Jr.",5
Dope Vhs Master,Desmond Cheese,10
1612,Vulfpeck,3
Rich Girl,Lake Street Dive,3
Birmingham - 2002 Remaster,Randy Newman,5
You Don't Mess Around With Jim,Jim Croce,2
Stand By Me,Jimmy Ruffin,2
Don't Make Promises,Tim Hardin,2
Green Rocky Road,Tim Hardin,5
Reason To Believe,Tim Hardin,7
If I Were A Carpenter,Tim Hardin,5
Black Sheep Boy,Tim Hardin,5
Get It Up For Love,Ned Doheny,6
I-69,Roman GianArthur,2
Things Have Changed,Curtis Stigers,2
Rush Over,Marcus Miller,4
Don't Lose Your Love,Don Brown,10
Steamroller,Merry Clayton,2
Necessary Evil,Unknown Mortal Orchestra,1
Mo' Better Blues (feat. Terence Blanchard),Branford Marsalis Quartet,5
Everything I Do Gohn Be Funky (From Now On),Lee Dorsey,6
Operator (That's Not The Way It Feels),Jim Croce,2
Hey Tomorrow,Jim Croce,2
Who Is He and What Is He to You,Meshell Ndegeocello,6
Make Me Wanna Holler,Meshell Ndegeocello,0
The Beehive State,Randy Newman,2
I Got The... - 2006 Remaster,Labi Siffre,4
No One Would Ever Know,Thomas Dybdahl,7
Simple Song of Freedom,Tim Hardin,8
Humdrum Blues,"Oscar Brown, Jr.",5
Signifyin' Monkey,"Oscar Brown, Jr.",9
Dat Dere,"Oscar Brown, Jr.",2
Cecilia,Thomas Dybdahl,4
Vai (Menina Amanhã de Manhã),Tom Zé,3
Steamroller,James Taylor,5
Smile Meditation,Vulfpeck,10
Fantastic Man,William Onyeabor,0
Freaky Feedback Blues,Benji Hughes,6
"Green & Gold - Live from Spotify, London",Lianne La Havas,9
Why Don't You Do Right,Mark Murphy,8
Your Mind Is on Vacation,Mose Allison,5
Revolution,NOLA,2
The Coffee Cola Song,Francis Bebey,1
Ain't Nothing Changed,Loyle Carner,4
4 Door Maverick,Howe Gelb & A Band Of Gypsies,2
A Sunday Kind Of Love - Single Version,Etta James,5
Spill the Wine,Eric Burdon,6
Feels Like Rain,John Hiatt,2
"Song from Hope St. - Brooklyn, Ny",David Kitt,4
Ain't cool,Olivier St.Louis,7
Route 66,Chuck Berry,2
Somebody Hurt You,Keb' Mo',2
Love Interruption,Jack White,5
Limbo and Grim,Jim Keaveny,2
Release Your Problems,Chet Faker,4
Cadence,St. South,4
Morning Coffee,Jesper Munk,7
Shakespeare & Heartbreak,Jesper Munk,4
Cold Waters,Jesper Munk,5
I'm In The Mood - Single Version,John Lee Hooker,7
Who Wouldn't Love A Man Like That - First Version,Mable John,2
Looking For A Man - Single Version,Mable John,2
Rock Me Baby,Davy Graham,7
Cleo's Mood,Jr. Walker & The All Stars,1
This Bitter Earth,Dinah Washington,5
Six Blade Knife,Dire Straits,6
Don't Let Me Fall,The Relatives,8
Clouds,BØRNS,8
Sunshower,Dr. Buzzard's Original Savannah Band,5
Kick Hit 4 Hit Kix U (Blues For Jimi And Janis),John Lee Hooker,7
I Only Have Eyes for You,The Flamingos,7
Girl (feat. KAYTRANADA) - Radio Edit,The Internet,4
You Look Like Rain,Morphine,5
Pluto,Beatenberg,0
Whiskey And Wimmen',John Lee Hooker,6
Graceland,Allan Rayman,4
Running Out,Vernon Garrett,1
Icarus,Lovebirds,4
So Good at Being in Trouble,Unknown Mortal Orchestra,10
Confessions (feat. Leland Whitty),BADBADNOTGOOD,10
50 Ways To Lose Your Lover,Tok Tok Tok,6
Long Distance Love,Little Feat,2
I Love The Sound Of Breaking Glass,Nick Lowe,10
Where To Start,Lou Doillon,7
Memphis Tennessee,Chuck Berry,2
Give Me Love (Give Me Peace On Earth) - 2009 Mix,George Harrison,4
"Here Comes The Sun - Live From Madison Square Garden, New York, U.S.A, 1971 / 2009 Mix",George Harrison,9
Angry Eyes - Single Version,Loggins & Messina,0
Ghost Ship,Blur,1
The Rub,George and Gwen McCrae,6
My World Is Gone,Otis Taylor,5
Feelin' Lovely,Devonté Hynes,1
"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,3
Jailer,J.J. Cale,2
Say Sumthin,Zak Abel,4
Caroline Goodbye,Colin Blunstone,4
Ten Million Slaves,Otis Taylor,4
Hey Joe,Otis Taylor,4
I'm Walking,Perquisite,3
Planet Caravan,Black Sabbath,5
For What It's Worth,Keb' Mo',6
Israelites,Desmond Dekker & The Aces,6
Nautilus,Bob James,1
How Many Times,Elderbrook,4
Same Old Wine,Loggins & Messina,0
Simmerdown,Nostalgia 77,4
Jesus Fever,Kurt Vile,10
Groovin',Willie Mitchell,10
A Lover Was Born,Toussaint,6
How Dare You,St Germain,0
Able Mable - Take 1,Mable John,2
Running Out,Mable John,8
Stay With Me,Roo Panes,5
I'd Think It Over Twice (If I Were You),Sam Fletcher,2
Cupidon,DjeuhDjoah,2
Whistle,Brisa Roché,8
Going Out,Hospitality,6
Who's Got The Bacon?,Howie B.,10
The Gentle Rain - RJD2 Remix,Astrud Gilberto,0
I Get Lifted,George McCrae,2
Wakin on a Pretty Day,Kurt Vile,0
We're Alone,Sam Means,5
My Soul's in Louisiana,Otis Taylor,4
Why Can't We Live Together,Timmy Thomas,10
Workin' Together,Ike & Tina Turner,8
Yeah Yeah,Sam Means,2
Tomorrow's Gonna Be A Brighter Day,Jim Croce,5
Your Good Thing (Is About to End),Mable John,7
Somebody To Love,Grace Slick,9
The Trouble With Us,Marcus Marr,1
Up to Us,Charles Pasi,6
Big Wave,Donavon Frankenreiter,6
Why Did You Do It,Ferry Ultra,1
No Shame,Will And The People,8
Sunshine,Tom Misch,6
Cisco Kid,War,6
Low Rider,War,10
Losing The Will To Survive - Beyond The Wizard Sleeve Reanimation,Findlay Brown,0
Body Was Made,Ezra Furman,1
Better Days,Graham Nash,5
Strange Brew,Cream,2
I Can Give,Dojo Cuts,8
Getaway - Original 1966 Version,Georgie Fame & The Blue Flames,6
"Get On The Right Track, Baby",Georgie Fame & The Blue Flames,2
27 Club,Chløë Black,4
My Heart is Jumping,Bibi Tanga & The Selenites,6
Video,India.Arie,3
Here I Am,Adam Green,2
Truth,Alex Ebert,4
Black Metal,Max Jury,4
The Night,HONNE,4
Stoned,Widowspeak,4
A Horse with No Name,America,2
One,Johnny Cash,4
The Man Comes Around,Johnny Cash,9
Johnny law,William Elliott Whitmore,5
I've Been Waiting for Her,Mac DeMarco,2
Honey Bee,Muddy Waters,7
Talikoba,Terakaft,8
Maybe I'm A Fool,Aretha Franklin,7
I'm In The Mood For Love,Bryan Ferry,9
Lover Come Back To Me,Bryan Ferry,2
Just One Of Those Things,Bryan Ferry,2
Dust Bunnies,Kurt Vile,1
Hard Times,Baby Huey,1
I Hate I Walked Away,Syl Johnson,2
Need Your Love So Bad,Little Willie John,7
Sweet Little Angel,Big Mama Thornton,7
Heart Of Glass,Nouvelle Vague,6
Alexis Korner Introduction - BBC Sessions,Alexis Korner,7
Traveling With The Experience - BBC Sessions,Jimi Hendrix,3
Respect Yourself,The Staple Singers,6
Tripping Out,Curtis Mayfield,1
Mr. Bojangles,Nina Simone,4
Trouble Sleep Yanga Wake Am,Fela Kuti,0
Then You Can Tell Me Goodbye,Bettye Swann,5
Big Mama's Door,Alvin Youngblood Hart,5
"I Can't Write Left-Handed - Live at Carnegie Hall, New York, NY - October 1972",Bill Withers,9
Custer,Johnny Cash,2
Never Can Say Goodbye,Isaac Hayes,5
Going In Circles,Isaac Hayes,7
Medley: Ike's Rap II/Help Me Love,Isaac Hayes,5
I Want You,Bob Dylan,1
Three Is A Magic Number,Bob Dorough,4
Wild Women Don't Have The Blues,Ida Cox,5
Blues On The Ceiling,Bintangs,7
Turner station,Eric Bibb,8
Pink dream cadillac,Eric Bibb,4
Chocolate man,Eric Bibb,2
Ramblin' On My Mind - Stereo,John Mayall & The Bluesbreakers,2
Long Face,Bobby Charles,2
Small Town Talk,Bobby Charles,2
Crow Black Chicken,Ry Cooder,2
What To Do With You,Jim Keaveny,4
The Very Thing That Makes You Rich (Makes Me Poor),Ry Cooder,5
Down in Hollywood,Ry Cooder,6
Why Don't You Try Me,Ry Cooder,5
O pato,João Gilberto,2
Let's Straighten It Out,O.V. Wright,2
No Memory Of Time - Reggae Version,Eva Be,6
The Recital that Never Happened,Khruangbin,10
Calling Card - Remastered 2012,Rory Gallagher,2
Chega de Saudade,Elizeth Cardoso,5
Do It Again,Steely Dan,6
Cantaloupe Island,Herbie Hancock,4
Why Me,Jehro,6
